1	1069
2	7381
3	32137
4	111831
5	248630
6	364815
7	430684
8	460627
9	473744
10	479810
11	482676
12	484272
13	485366
14	485988
15	486150
16	486422
17	486461
18	486364
19	486698
20	486604
21	486847
22	487183
23	486977
24	487052
25	486863
26	487303
27	487183
28	487258
29	487336
30	487457
