1	0.05345
2	0.36905
3	1.60685
4	5.59155
5	12.4315
6	18.24075
7	21.5342
8	23.03135
9	23.6872
10	23.9905
11	24.1338
12	24.2136
13	24.2683
14	24.2994
15	24.3075
16	24.3211
17	24.32305
18	24.3182
19	24.3349
20	24.3302
21	24.34235
22	24.35915
23	24.34885
24	24.3526
25	24.34315
26	24.36515
27	24.35915
28	24.3629
29	24.3668
30	24.37285
